CV error (K=1): 0.73423
CV error (K=10): 0.21745
CV error (K=11): 0.29052
CV error (K=12): 0.22557
CV error (K=2): 0.23180
CV error (K=3): 0.18421
CV error (K=4): 0.27749
CV error (K=5): 0.30690
CV error (K=6): 0.27155
CV error (K=7): 0.12394
CV error (K=8): 0.40448
CV error (K=9): 0.44377
